"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.Review.label","Approve","Reject"
"3Z33IC0JD9SPFAEGCQVBKJO9KIG9V3","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","3MYYFCXHJDD7MRF3W250SU66NF6G4F","A3TNLC6XGYNDKS","Approved","Fri Nov 05 17:31:51 PDT 2021","Fri Nov 05 17:32:12 PDT 2021","Mon Nov 08 16:32:12 PST 2021","Mon Nov 08 16:32:36 PST 2021","","","21","100% (25/25)","100% (25/25)","100% (25/25)","All was great","Real"
"3Z33IC0JD9SPFAEGCQVBKJO9KIG9V3","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","33M4IA01QQ7P9JCRWO1HO9HBIKZRXG","A3VOMC0I1ZVWT","Approved","Fri Nov 05 18:32:21 PDT 2021","Fri Nov 05 18:40:04 PDT 2021","Mon Nov 08 17:40:04 PST 2021","Mon Nov 08 17:40:29 PST 2021","","","463","100% (9/9)","100% (9/9)","100% (9/9)","All was great","Real"
"3Z33IC0JD9SPFAEGCQVBKJO9KIG9V3","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","3N8OEVH1F1WZIX6J35XHB1LDVSXOOK","A6V1Q7728SR2J","Approved","Fri Nov 05 17:32:47 PDT 2021","Fri Nov 05 17:44:42 PDT 2021","Mon Nov 08 16:44:42 PST 2021","Mon Nov 08 16:44:45 PST 2021","","","715","100% (10/10)","100% (10/10)","100% (10/10)","All was great","Real"
"3Z33IC0JD9SPFAEGCQVBKJO9KIG9V3","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","37FMASSAYMX53H6715FQLKPSCKGIBG","AEGRFC72Y8QHV","Approved","Fri Nov 05 17:34:06 PDT 2021","Fri Nov 05 17:34:49 PDT 2021","Mon Nov 08 16:34:49 PST 2021","Mon Nov 08 16:35:30 PST 2021","","","43","100% (8/8)","100% (8/8)","100% (8/8)","All was great","Fake"
"3Z33IC0JD9SPFAEGCQVBKJO9KIG9V3","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","3DYGAII7PVEKO9V0XI20P6L3KYBQPB","AUNX1G4IZUO2","Approved","Fri Nov 05 17:32:57 PDT 2021","Fri Nov 05 17:33:06 PDT 2021","Mon Nov 08 16:33:06 PST 2021","Mon Nov 08 16:33:33 PST 2021","","","9","100% (9/9)","100% (9/9)","100% (9/9)","All was great","Real"
"3P6ENY9P8I2D8ACZBVKKIBW3VTSHI4","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","3LS2AMNW5PW239JZIIPL06GDATFQOU","A2519LCLPN7Y6I","Approved","Fri Nov 05 17:32:57 PDT 2021","Fri Nov 05 17:33:09 PDT 2021","Mon Nov 08 16:33:09 PST 2021","Mon Nov 08 16:33:34 PST 2021","","","12","100% (10/10)","100% (10/10)","100% (10/10)","Placed order and very quick delivery","Real"
"3P6ENY9P8I2D8ACZBVKKIBW3VTSHI4","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","3U8YCDAGXZMH0SRGGXNAA5KVCQ00QF","A2H90QIP05I3LU","Approved","Fri Nov 05 17:32:42 PDT 2021","Fri Nov 05 17:32:49 PDT 2021","Mon Nov 08 16:32:49 PST 2021","Mon Nov 08 16:33:28 PST 2021","","","7","100% (16/16)","100% (16/16)","100% (16/16)","Placed order and very quick delivery","Real"
"3P6ENY9P8I2D8ACZBVKKIBW3VTSHI4","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","3V0Z7YWSI86G1AQBHJLYZGCIQGYV2N","A3TNLC6XGYNDKS","Approved","Fri Nov 05 17:31:48 PDT 2021","Fri Nov 05 17:31:54 PDT 2021","Mon Nov 08 16:31:54 PST 2021","Mon Nov 08 16:32:31 PST 2021","","","6","100% (25/25)","100% (25/25)","100% (25/25)","Placed order and very quick delivery","Real"
"3P6ENY9P8I2D8ACZBVKKIBW3VTSHI4","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","3TU5ZICBRN7ZIHWJB10P3KQDVPI8QI","AEUV7R2K2QEUV","Approved","Fri Nov 05 17:50:17 PDT 2021","Fri Nov 05 17:50:46 PDT 2021","Mon Nov 08 16:50:46 PST 2021","Mon Nov 08 16:51:28 PST 2021","","","29","100% (6/6)","100% (6/6)","100% (6/6)","Placed order and very quick delivery","Real"
"3P6ENY9P8I2D8ACZBVKKIBW3VTSHI4","30EHNVFQM89B7ILYXOUZPH5BHM0B1W","Review analysis","Determine whether a review is fake or real","Review, text, real, fake","$0.05","Fri Nov 05 17:31:23 PDT 2021","5","BatchId:4594578;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 12 16:31:23 PST 2021","","","3TUI152ZZLTH7HCYCGRAOA35HI5Q17","AKSLU0C30G3JT","Approved","Fri Nov 05 17:32:27 PDT 2021","Fri Nov 05 17:32:48 PDT 2021","Mon Nov 08 16:32:48 PST 2021","Mon Nov 08 16:33:28 PST 2021","","","21","100% (13/13)","100% (13/13)","100% (13/13)","Placed order and very quick delivery","Real"
