,0,1,2,3,4,5,6,7,8,9
0,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000499601_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000389201_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000059902_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000115401_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000544809_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000526502_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000326202_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000470802_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000416707_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000201302_2_side.jpg
1,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000341406_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000314103_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000175102_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000610309_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000649108_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000290001_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000558108_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000358203_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Graphic_Tees_id_0000769601_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000604350_3_back.jpg
2,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000242208_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000789606_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweaters_id_0000543403_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweaters_id_0000525308_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000184104_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000096805_3_back.jpg,/home/pranali/Downloads/input_Images/MEN_Sweatshirts_Hoodies_id_0000625101_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000040104_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweatshirts_Hoodies_id_0000400805_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000483206_3_back.jpg
3,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000322202_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000702209_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000678602_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000053704_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000022409_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000717905_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000004801_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000698902_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Shorts_id_0000038301_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000756503_7_additional.jpg
4,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000118001_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000485802_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Shorts_id_0000144801_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweatshirts_Hoodies_id_0000177303_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000406701_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000365302_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000455904_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweatshirts_Hoodies_id_0000266203_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000345602_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweaters_id_0000161506_3_back.jpg
5,/home/pranali/Downloads/input_Images/MEN_Pants_id_0000249306_1_front.jpg,/home/pranali/Downloads/input_Images/MEN_Pants_id_0000603902_2_side.jpg,/home/pranali/Downloads/input_Images/MEN_Pants_id_0000095401_2_side.jpg,/home/pranali/Downloads/input_Images/MEN_Pants_id_0000521302_2_side.jpg,/home/pranali/Downloads/input_Images/MEN_Denim_id_0000610601_1_front.jpg,/home/pranali/Downloads/input_Images/MEN_Denim_id_0000560801_1_front.jpg,/home/pranali/Downloads/input_Images/MEN_Shorts_id_0000211003_1_front.jpg,/home/pranali/Downloads/input_Images/MEN_Pants_id_0000714608_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Pants_id_0000426401_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Pants_id_0000333401_3_back.jpg
6,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000426903_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000073111_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000449604_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Graphic_Tees_id_0000261101_7_additional.jpg,/home/pranali/Downloads/input_Images/MEN_Shorts_id_0000329702_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Jackets_Coats_id_0000193502_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000040703_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000469702_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Skirts_id_0000155819_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000389808_7_additional.jpg
7,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000668602_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000472601_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000345602_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000389201_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000455904_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000018401_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000326202_1_front.jpg,/home/pranali/Downloads/input_Images/MEN_Tees_Tanks_id_0000682004_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000091602_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000025202_1_front.jpg
8,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000035406_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Rompers_Jumpsuits_id_0000661804_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweatshirts_Hoodies_id_0000227302_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000326202_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000668704_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000640305_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000136814_3_back.jpg,/home/pranali/Downloads/input_Images/MEN_Shirts_Polos_id_0000275001_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000365302_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000053704_1_front.jpg
9,/home/pranali/Downloads/input_Images/WOMEN_Cardigans_id_0000530401_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Rompers_Jumpsuits_id_0000548401_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000790603_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000083802_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000590002_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000011803_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Pants_id_0000249703_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000661502_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000201302_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000696103_3_back.jpg
10,/home/pranali/Downloads/input_Images/WOMEN_Jackets_Coats_id_0000084201_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Skirts_id_0000651701_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Jackets_Coats_id_0000193502_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Dresses_id_0000073111_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Jackets_Coats_id_0000391802_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000033004_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Graphic_Tees_id_0000261101_7_additional.jpg,/home/pranali/Downloads/input_Images/MEN_Shorts_id_0000329702_7_additional.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000040703_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Pants_id_0000622903_1_front.jpg
11,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000082905_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweaters_id_0000639701_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweatshirts_Hoodies_id_0000227302_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000548608_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweatshirts_Hoodies_id_0000266203_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000034306_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweatshirts_Hoodies_id_0000177303_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Sweaters_id_0000510604_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Jackets_Coats_id_0000656901_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000604350_2_side.jpg
12,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000012306_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000601401_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Shorts_id_0000038301_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000296909_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000563304_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000395006_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Tees_Tanks_id_0000543306_3_back.jpg,/home/pranali/Downloads/input_Images/WOMEN_Skirts_id_0000563516_1_front.jpg,/home/pranali/Downloads/input_Images/WOMEN_Rompers_Jumpsuits_id_0000690602_2_side.jpg,/home/pranali/Downloads/input_Images/WOMEN_Blouses_Shirts_id_0000489304_1_front.jpg
